country-year;population;generation
Argentina2002;4191889;Boomers
Argentina2002;2819507;Silent
Argentina2002;1012399;Silent
Argentina2002;3263542;Millenials
Argentina2002;4355651;Boomers
Argentina2002;2772560;Generation X
Argentina2002;3529201;Millenials
Argentina2002;3418842;Millenials
Argentina2003;581842;Silent
Argentina2003;2420864;Silent
Argentina2003;3331226;Millenials
Argentina2003;2845955;Generation X
Argentina2003;4237124;Boomers
Argentina2003;1044188;Silent
Argentina2003;3258029;Millenials
Argentina2003;2854473;Silent
Argentina2003;4402438;Boomers
Argentina2003;2859003;Generation X
Argentina2003;3531507;Millenials
Argentina2003;3419258;Millenials
Argentina2004;593409;Silent
Argentina2004;2459960;Silent
Argentina2004;3333328;Millenials
Argentina2004;2930079;Generation X
Argentina2004;4284709;Boomers
Argentina2004;3255244;Millenials
Argentina2004;2895423;Silent
Argentina2004;1073648;Silent
Argentina2004;4450210;Boomers
Argentina2004;2940630;Generation X
Argentina2004;3530061;Millenials
Argentina2004;3416244;Millenials
Argentina2005;601176;Silent
Argentina2005;2505136;Silent
Argentina2005;3343414;Millenials
Argentina2005;3004991;Generation X
Argentina2005;4336453;Boomers
Argentina2005;2943135;Silent
Argentina2005;1101024;Silent
Argentina2005;3260468;Millenials
Argentina2005;4500787;Boomers
Argentina2005;3011376;Generation X
Argentina2005;3528848;Millenials
Argentina2005;3413809;Millenials
Argentina2006;620010;Silent
Argentina2006;3357424;Millenials
Argentina2006;2540712;Silent
Argentina2006;3068991;Generation X
Argentina2006;4383730;Boomers
Argentina2006;3271703;Millenials
Argentina2006;2983954;Silent
Argentina2006;4549471;Boomers
Argentina2006;3070419;Generation X
Argentina2006;1132977;Silent
Argentina2006;3527369;Millenials
Argentina2006;3412126;Millenials
Argentina2007;634995;Silent
Argentina2007;3381171;Millenials
Argentina2007;2582754;Silent
Argentina2007;3125322;Generation X
Argentina2007;4436541;Boomers
Argentina2007;3292790;Millenials
Argentina2007;3120162;Generation X
Argentina2007;3033008;Silent
Argentina2007;4601874;Boomers
Argentina2007;1161794;Silent
Argentina2007;3530454;Generation Z
Argentina2007;3414627;Generation Z
Argentina2008;646185;Silent
Argentina2008;3410092;Millenials
Argentina2008;2630686;Silent
Argentina2008;3172743;Generation X
Argentina2008;4496672;Boomers
Argentina2008;3319037;Millenials
Argentina2008;4660022;Boomers
Argentina2008;3088727;Silent
Argentina2008;1188016;Silent
Argentina2008;3159967;Generation X
Argentina2008;3539110;Generation Z
Argentina2008;3422263;Generation Z
Argentina2009;653486;Silent
Argentina2009;3436265;Millenials
Argentina2009;2683502;Silent
Argentina2009;3210244;Generation X
Argentina2009;4566645;Boomers
Argentina2009;3342385;Millenials
Argentina2009;3148915;Silent
Argentina2009;3189773;Generation X
Argentina2009;4726814;Boomers
Argentina2009;1211934;Silent
Argentina2009;3553154;Generation Z
Argentina2009;3434884;Generation Z
Argentina2010;657096;Silent
Argentina2010;3455127;Millenials
Argentina2010;3237957;Generation X
Argentina2010;2740656;Silent
Argentina2010;4648068;Generation X
Argentina2010;3358103;Millenials
Argentina2010;4804030;Generation X
Argentina2010;3210247;Generation X
Argentina2010;3212253;Silent
Argentina2010;1234182;Silent
Argentina2010;3570316;Generation Z
Argentina2010;3450419;Generation Z
Argentina2011;674738;Silent
Argentina2011;3471151;Millenials
Argentina2011;3258804;Millenials
Argentina2011;2788575;Boomers
Argentina2011;4738525;Generation X
Argentina2011;3372659;Millenials
Argentina2011;4893085;Generation X
Argentina2011;3224774;Millenials
Argentina2011;3268753;Boomers
Argentina2011;1260121;Silent
Argentina2011;3472180;Generation Z
Argentina2011;3592374;Generation Z
Argentina2012;688560;Silent
Argentina2012;3480902;Millenials
Argentina2012;3268154;Millenials
Argentina2012;2839783;Boomers
Argentina2012;4841057;Generation X
Argentina2012;3380770;Millenials
Argentina2012;4993138;Generation X
Argentina2012;3328463;Boomers
Argentina2012;3228400;Millenials
Argentina2012;1282726;Silent
Argentina2012;3615254;Generation Z
Argentina2012;3494571;Generation Z
Argentina2013;699046;Silent
Argentina2013;3486661;Millenials
Argentina2013;3271373;Millenials
Argentina2013;2894129;Boomers
Argentina2013;4950850;Generation X
Argentina2013;3384642;Millenials
Argentina2013;3226464;Millenials
Argentina2013;5099167;Generation X
Argentina2013;3390673;Boomers
Argentina2013;1303352;Silent
Argentina2013;3515742;Generation Z
Argentina2013;3637026;Generation Z
Argentina2014;706897;Silent
Argentina2014;3492454;Millenials
Argentina2014;3276955;Millenials
Argentina2014;2951616;Boomers
Argentina2014;5060862;Generation X
Argentina2014;3388324;Millenials
Argentina2014;5203634;Generation X
Argentina2014;3227239;Millenials
Argentina2014;3454994;Boomers
Argentina2014;1323654;Silent
Argentina2014;3533961;Generation Z
Argentina2014;3655965;Generation Z
Argentina2015;712691;Silent
Argentina2015;3500580;Millenials
Argentina2015;3011963;Boomers
Argentina2015;3289927;Millenials
Argentina2015;5166179;Generation X
Argentina2015;3394201;Millenials
Argentina2015;3520779;Boomers
Argentina2015;3235582;Millenials
Argentina2015;5301368;Generation X
Argentina2015;1344980;Silent
Argentina2015;3672155;Generation Z
Argentina2015;3549219;Generation Z
Armenia1990;332700;Silent
Armenia1990;26900;G.I. Generation
Armenia1990;183800;G.I. Generation
Armenia1990;307100;Boomers
Armenia1990;358000;Silent
Armenia1990;272500;Generation X
Armenia1990;224100;G.I. Generation
Armenia1990;48900;G.I. Generation
Armenia1990;320700;Boomers
Armenia1990;258500;Generation X
Armenia1990;316900;Generation X
Armenia1990;333600;Generation X
Armenia1991;28800;G.I. Generation
Armenia1991;313800;Boomers
Armenia1991;247900;Silent
Armenia1991;203100;Silent
Armenia1991;348500;Boomers
Armenia1991;52900;G.I. Generation
Armenia1991;396300;Boomers
Armenia1991;295300;Generation X
Armenia1991;342100;Boomers
Armenia1991;286400;Generation X
Armenia1991;349500;Millenials
Armenia1991;366200;Millenials
Armenia1992;28200;G.I. Generation
Armenia1992;215100;Silent
Armenia1992;360400;Boomers
Armenia1992;312600;Boomers
Armenia1992;263400;Silent
Armenia1992;53400;G.I. Generation
Armenia1992;300300;Generation X
Armenia1992;410800;Boomers
Armenia1992;290100;Generation X
Armenia1992;340900;Boomers
Armenia1992;358200;Millenials
Armenia1992;375300;Millenials
Armenia1993;53100;G.I. Generation
Armenia1993;226400;Silent
Armenia1993;28400;G.I. Generation
Armenia1993;371900;Boomers
Armenia1993;305600;Boomers
Armenia1993;276100;Silent
Armenia1993;304800;Generation X
Armenia1993;335900;Boomers
Armenia1993;424000;Boomers
Armenia1993;293900;Generation X
Armenia1993;364200;Millenials
Armenia1993;382300;Millenials
Armenia1994;28200;G.I. Generation
Armenia1994;51700;G.I. Generation
Armenia1994;235500;Silent
Armenia1994;382500;Boomers
Armenia1994;286000;Silent
Armenia1994;297000;Boomers
Armenia1994;308300;Generation X
Armenia1994;437100;Boomers
Armenia1994;297600;Generation X
Armenia1994;385400;Millenials
Armenia1994;326200;Boomers
Armenia1994;367000;Millenials
Armenia1995;242300;Silent
Armenia1995;395200;Boomers
Armenia1995;289500;Generation X
Armenia1995;28000;G.I. Generation
Armenia1995;51400;G.I. Generation
Armenia1995;295200;Silent
Armenia1995;313300;Generation X
Armenia1995;313600;Generation X
Armenia1995;453600;Boomers
Armenia1995;303200;Generation X
Armenia1995;388200;Millenials
Armenia1995;369700;Millenials
Armenia1996;27900;G.I. Generation
Armenia1996;246200;Silent
Armenia1996;409800;Boomers
Armenia1996;284300;Generation X
Armenia1996;301900;Silent
Armenia1996;471200;Boomers
Armenia1996;320000;Generation X
Armenia1996;301500;Generation X
Armenia1996;310200;Generation X
Armenia1996;371900;Millenials
Armenia1996;390300;Millenials
Armenia1996;51100;G.I. Generation
Armenia1997;246200;Silent
Armenia1997;426000;Boomers
Armenia1997;51400;G.I. Generation
Armenia1997;28500;G.I. Generation
Armenia1997;282000;Generation X
Armenia1997;304400;Silent
Armenia1997;327300;Generation X
Armenia1997;489900;Boomers
Armenia1997;294200;Generation X
Armenia1997;389500;Millenials
Armenia1997;316500;Generation X
Armenia1997;370800;Millenials
Armenia1998;29600;G.I. Generation
Armenia1998;243300;Silent
Armenia1998;445000;Boomers
Armenia1998;280200;Generation X
Armenia1998;302000;Silent
Armenia1998;53100;G.I. Generation
Armenia1998;509800;Boomers
Armenia1998;335100;Generation X
Armenia1998;289300;Generation X
Armenia1998;364600;Millenials
Armenia1998;322300;Generation X
Armenia1998;383700;Millenials
Armenia1999;238100;Silent
Armenia1999;56800;G.I. Generation
Armenia1999;464300;Boomers
Armenia1999;296800;Silent
Armenia1999;279800;Generation X
Armenia1999;344000;Generation X
Armenia1999;530700;Boomers
Armenia1999;284300;Generation X
Armenia1999;329700;Generation X
Armenia1999;352300;Millenials
Armenia1999;371600;Millenials
Armenia1999;32300;G.I. Generation
Armenia2000;37600;G.I. Generation
Armenia2000;66500;G.I. Generation
Armenia2000;234300;Silent
Armenia2000;481100;Boomers
Armenia2000;283300;Generation X
Armenia2000;358000;Generation X
Armenia2000;280400;Generation X
Armenia2000;292700;Silent
Armenia2000;555300;Boomers
Armenia2000;341100;Generation X
Armenia2000;328000;Millenials
Armenia2000;348200;Millenials
Armenia2001;227605;Silent
Armenia2001;40190;Silent
Armenia2001;66283;Silent
Armenia2001;493922;Boomers
Armenia2001;289601;Silent
Armenia2001;361248;Millenials
Armenia2001;337767;Millenials
Armenia2001;284346;Generation X
Armenia2001;563626;Boomers
Armenia2001;279953;Generation X
Armenia2001;346468;Millenials
Armenia2001;319507;Millenials
Armenia2002;29067;Silent
Armenia2002;196525;Silent
Armenia2002;206403;Generation X
Armenia2002;418464;Boomers
Armenia2002;58553;Silent
Armenia2002;293350;Millenials
Armenia2002;469992;Boomers
Armenia2002;251856;Silent
Armenia2002;222943;Generation X
Armenia2002;294209;Millenials
Armenia2002;294739;Millenials
Armenia2002;278743;Millenials
Armenia2003;32495;Silent
Armenia2003;194165;Silent
Armenia2003;423001;Boomers
Armenia2003;62935;Silent
Armenia2003;210715;Generation X
Armenia2003;249909;Silent
Armenia2003;473959;Boomers
Armenia2003;283952;Millenials
Armenia2003;300902;Millenials
Armenia2003;300080;Millenials
Armenia2003;225313;Generation X
Armenia2003;266940;Millenials
Armenia2006;48123;Silent
Armenia2006;184526;Silent
Armenia2006;367346;Boomers
Armenia2006;276127;Millenials
Armenia2006;238745;Silent
Armenia2006;188382;Generation X
Armenia2006;78684;Silent
Armenia2006;450477;Boomers
Armenia2006;215884;Generation X
Armenia2006;221941;Millenials
Armenia2006;290966;Millenials
Armenia2006;203195;Millenials
Armenia2007;49296;Silent
Armenia2007;185290;Silent
Armenia2007;362189;Boomers
Armenia2007;240998;Silent
Armenia2007;272188;Millenials
Armenia2007;191561;Generation X
Armenia2007;444817;Boomers
Armenia2007;79210;Silent
Armenia2007;288510;Millenials
Armenia2007;210620;Generation Z
Armenia2007;220144;Generation X
Armenia2007;190490;Generation Z
Armenia2008;46886;Silent
Armenia2008;198978;Silent
Armenia2008;429649;Boomers
Armenia2008;477501;Boomers
Armenia2008;260264;Silent
Armenia2008;250190;Generation X
Armenia2008;317794;Millenials
Armenia2008;254728;Generation X
Armenia2008;198065;Generation Z
Armenia2008;220896;Generation Z
Armenia2008;309009;Millenials
Armenia2008;81431;Silent
Armenia2009;50759;Silent
Armenia2009;189632;Silent
Armenia2009;351694;Boomers
Armenia2009;259772;Millenials
Armenia2009;79728;Silent
Armenia2009;248767;Silent
Armenia2009;198646;Generation X
Armenia2009;230582;Generation X
Armenia2009;433390;Boomers
Armenia2009;278535;Millenials
Armenia2009;172560;Generation Z
Armenia2009;195630;Generation Z
Armenia2010;52333;Silent
Armenia2010;193100;Silent
Armenia2010;202936;Generation X
Armenia2010;346739;Generation X
Armenia2010;252152;Millenials
Armenia2010;253182;Silent
Armenia2010;81770;Silent
Armenia2010;167142;Generation Z
Armenia2010;427571;Generation X
Armenia2010;191722;Generation Z
Armenia2010;270727;Millenials
Armenia2010;236851;Generation X
Armenia2011;86643;Silent
Armenia2011;341199;Generation X
Armenia2011;194982;Boomers
Armenia2011;209914;Millenials
Armenia2011;55565;Silent
Armenia2011;245227;Millenials
Armenia2011;259823;Millenials
Armenia2011;256541;Boomers
Armenia2011;422179;Generation X
Armenia2011;244912;Millenials
Armenia2011;164004;Generation Z
Armenia2011;189377;Generation Z
Armenia2012;56598;Silent
Armenia2012;376743;Generation X
Armenia2012;212482;Boomers
Armenia2012;245443;Millenials
Armenia2012;91237;Silent
Armenia2012;255119;Millenials
Armenia2012;428953;Generation X
Armenia2012;259768;Millenials
Armenia2012;273394;Boomers
Armenia2012;255088;Millenials
Armenia2012;192409;Generation Z
Armenia2012;167066;Generation Z
Armenia2013;58640;Silent
Armenia2013;95093;Silent
Armenia2013;218063;Boomers
Armenia2013;280566;Boomers
Armenia2013;250487;Millenials
Armenia2013;370440;Generation X
Armenia2013;423841;Generation X
Armenia2013;243687;Millenials
Armenia2013;193754;Generation Z
Armenia2013;242386;Millenials
Armenia2013;265616;Millenials
Armenia2013;168091;Generation Z
Armenia2014;60108;Silent
Armenia2014;98118;Silent
Armenia2014;224430;Boomers
Armenia2014;363362;Generation X
Armenia2014;253461;Millenials
Armenia2014;288822;Boomers
Armenia2014;230760;Millenials
Armenia2014;227895;Millenials
Armenia2014;171332;Generation Z
Armenia2014;417829;Generation X
Armenia2014;269937;Millenials
Armenia2014;196975;Generation Z
Armenia2015;61355;Silent
Armenia2015;231213;Boomers
Armenia2015;100754;Silent
Armenia2015;356715;Generation X
Armenia2015;255540;Millenials
Armenia2015;297936;Boomers
Armenia2015;212010;Millenials
Armenia2015;412360;Generation X
Armenia2015;216876;Millenials
Armenia2015;274108;Millenials
Armenia2015;175417;Generation Z
Armenia2015;201051;Generation Z
Armenia2016;61956;Silent
Armenia2016;237813;Boomers
Armenia2016;350633;Generation X
Armenia2016;202220;Millenials
Armenia2016;102414;Silent
Armenia2016;308349;Boomers
Armenia2016;255665;Millenials
Armenia2016;408109;Generation X
Armenia2016;277452;Millenials
Armenia2016;195422;Millenials
Aruba1995;889;G.I. Generation
Aruba1995;7520;Generation X
Aruba1995;4558;Silent
Aruba1995;11895;Boomers
Aruba1995;5138;Generation X
Aruba1995;7439;Generation X
Aruba1995;12391;Boomers
Aruba1995;5906;Millenials
Aruba1995;5160;Silent
Aruba1995;1295;G.I. Generation
Aruba1995;5227;Generation X
Aruba1995;6163;Millenials
Aruba1999;7031;Generation X
Aruba1999;5428;Generation X
Aruba1999;13807;Boomers
Aruba1999;5563;Generation X
Aruba1999;7411;Generation X
Aruba1999;14951;Boomers
Aruba1999;6784;Millenials
Aruba1999;6192;Silent
Aruba1999;1475;G.I. Generation
Aruba1999;6923;Millenials
Aruba1999;5395;Silent
Aruba1999;974;G.I. Generation
Aruba2000;1499;G.I. Generation
Aruba2000;989;G.I. Generation
Aruba2000;6828;Generation X
Aruba2000;14228;Boomers
Aruba2000;15624;Boomers
Aruba2000;5675;Generation X
Aruba2000;7347;Generation X
Aruba2000;6974;Millenials
Aruba2000;6487;Silent
Aruba2000;5514;Generation X
Aruba2000;7111;Millenials
Aruba2000;5612;Silent
Aruba2001;14663;Boomers
Aruba2001;5897;Millenials
Aruba2001;7290;Generation X
Aruba2001;16210;Boomers
Aruba2001;7181;Millenials
Aruba2001;6793;Silent
Aruba2001;1519;Silent
Aruba2001;5712;Millenials
Aruba2001;6638;Generation X
Aruba2001;7263;Millenials
Aruba2001;5846;Silent
Aruba2001;1033;Silent
Aruba2002;6116;Silent
Aruba2002;6459;Generation X
Aruba2002;5938;Millenials
Aruba2002;15082;Boomers
Aruba2002;6151;Millenials
Aruba2002;7233;Generation X
Aruba2002;16782;Boomers
Aruba2002;7374;Millenials
Aruba2002;7128;Silent
Aruba2002;1545;Silent
Aruba2002;7406;Millenials
Aruba2002;1070;Silent
Aruba2003;15463;Boomers
Aruba2003;6412;Millenials
Aruba2003;7173;Generation X
Aruba2003;17314;Boomers
Aruba2003;7527;Millenials
Aruba2003;7479;Silent
Aruba2003;1580;Silent
Aruba2003;6176;Millenials
Aruba2003;6299;Generation X
Aruba2003;7525;Millenials
Aruba2003;6402;Silent
Aruba2003;1107;Silent
Aruba2004;1136;Silent
Aruba2004;6702;Silent
Aruba2004;6164;Generation X
Aruba2004;6650;Millenials
Aruba2004;15784;Boomers
Aruba2004;7102;Generation X
Aruba2004;17769;Boomers
Aruba2004;7610;Millenials
Aruba2004;7820;Silent
Aruba2004;1616;Silent
Aruba2004;6395;Millenials
Aruba2004;7587;Millenials
Aruba2005;6989;Silent
Aruba2005;16011;Boomers
Aruba2005;6843;Millenials
Aruba2005;7004;Generation X
Aruba2005;8137;Silent
Aruba2005;18117;Boomers
Aruba2005;7604;Millenials
Aruba2005;1654;Silent
Aruba2005;6576;Millenials
Aruba2005;6051;Generation X
Aruba2005;7577;Millenials
Aruba2005;1165;Silent
Aruba2006;5994;Generation X
Aruba2006;16086;Boomers
Aruba2006;18297;Boomers
Aruba2006;6736;Millenials
Aruba2006;6928;Generation X
Aruba2006;7507;Millenials
Aruba2006;8553;Silent
Aruba2006;1772;Silent
Aruba2006;6519;Millenials
Aruba2006;7575;Millenials
Aruba2006;7316;Silent
Aruba2006;1225;Silent
Aruba2007;5935;Generation X
Aruba2007;16040;Boomers
Aruba2007;6440;Millenials
Aruba2007;7641;Silent
Aruba2007;8952;Silent
Aruba2007;6548;Millenials
Aruba2007;6847;Generation X
Aruba2007;18313;Boomers
Aruba2007;7391;Generation Z
Aruba2007;1890;Silent
Aruba2007;7537;Generation Z
Aruba2007;1280;Silent
Aruba2008;5849;Generation X
Aruba2008;7959;Silent
Aruba2008;15912;Boomers
Aruba2008;18191;Boomers
Aruba2008;6335;Millenials
Aruba2008;6757;Generation X
Aruba2008;7269;Generation Z
Aruba2008;9341;Silent
Aruba2008;2007;Silent
Aruba2008;6385;Millenials
Aruba2008;7476;Generation Z
Aruba2008;1333;Silent
Aruba2009;5729;Generation X
Aruba2009;15734;Boomers
Aruba2009;8291;Silent
Aruba2009;6152;Millenials
Aruba2009;6646;Generation X
